awarding_office,fain,award_num,recipient_name,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause,for_cause_num
"SAMHSA","B08TI083969","1B08TI083969-01","TEXAS STATE DEPT OF HEALTH
SERVICES",24mar2025,117140711,71143459.15000001,65570863.74,51569847.26,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085346","1B09SM085346-01","UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES",24mar2025,12884438,12884438,8905844.539999999,3978593.46,"Mental Health Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083970","1B08TI083970-01","UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES",24mar2025,13428346,13428346,8711624.359999999,4716721.64,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083546","1B08TI083546-01","UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES",24mar2025,15548611,15548597.17,15253127.74,295483.26,"Mental Health Block Grant - COVID Relief","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085347","1B09SM085347-01","VERMONT STATE AGENCY OF
HUMAN SERVICES",24mar2025,2445549,1099956,1099956,1345593,"Mental Health Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM083966","1B09SM083966-01","VERMONT STATE AGENCY OF
HUMAN SERVICES",24mar2025,1415844,1089154.16,1089154.16,326689.84,"Mental Health Block Grant - COVID Relief","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085348","1B09SM085348-01","VIRGIN ISLANDS DEPARTMENT
OF HEALTH",24mar2025,590398,392105.4,392105.4,198292.6,"Mental Health Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083981","1B08TI083981-01","VIRGIN ISLANDS DEPARTMENT
OF HEALTH",24mar2025,590398,238609.75,238609.75,351788.25,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI084621","1B08TI084621-01","VIRGIN ISLANDS DEPARTMENT
OF HEALTH",24mar2025,125000,23154.24,23154.24,101845.76,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083522","1B08TI083522-01","VIRGIN ISLANDS DEPARTMENT OF HEALTH",24mar2025,683619,570393.15,570393.15,113225.85,"Mental Health Block Grant - COVID Relief","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085349","1B09SM085349-01","VIRGINIA STATE DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES",24mar2025,35786432,19367960.52,18436740.29,17349691.71,"Mental Health Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085877","1B09SM085877-01","VIRGINIA STATE DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES",24mar2025,1231543,328469.53,312943.87,918599.13,"Mental Health Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083972","1B08TI083972-01","VIRGINIA STATE DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES",24mar2025,33982454,20963056.62,19077558.36,14904895.64,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI084612","1B08TI084612-01","VIRGINIA STATE DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES",24mar2025,1245502,395854.71,395791.59,849710.41,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085382","1B09SM085382-01","WEST VIRGINIA STATE DEPT
HLTH/HUMAN RSCS",24mar2025,7778761,6018852.11,5845395.55,1933365.45,"Mental Health Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085910","1B09SM085910-01","WEST VIRGINIA STATE DEPT
HLTH/HUMAN RSCS",24mar2025,267696,,19352.7,248343.3,"Mental Health Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083924","1B08TI083924-01","WEST VIRGINIA STATE DEPT
HLTH/HUMAN RSCS",24mar2025,6826198,3334916.06,3077066.81,3749131.19,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI084565","1B08TI084565-01","WEST VIRGINIA STATE DEPT
HLTH/HUMAN RSCS",24mar2025,218330,,,218330,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083492","1B08TI083492-01","WEST VIRGINIA STATE DEPT
HLTH/HUMAN RSCS",24mar2025,7904019,7879456.49,7493382.65,410636.35,"Substance Use Block Grant - COVID Relief","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083974","1B08TI083974-01","WYOMING STATE
DEPARTMENT OF HEALTH",24mar2025,3397896,1773260.49,1733775.2,1664120.8,"Subtance Use Block Grant - ARP","N/A - Departmental Authority","-",0
"CDC","NU50CK000495","18NU50CK000495C5","INTERNATIONAL ORGANIZATION FOR MIGRATION",25mar2025,10000000,9328020,9328020,671980,"Sustaining the Expansion of the Overseas Health Assessment and Management of U.S.-Bound Refugees, Non-Immigrant Visa Applicants and other Migrant Populations","N/A - Departmental Authority","-",0
"CDC","NU50CK000495","18NU50CK000495CV","INTERNATIONAL ORGANIZATION FOR MIGRATION",24mar2025,3380351,2771874,2771874,608477,"Sustaining the Expansion of the Overseas Health Assessment and Management of U.S.-Bound Refugees, Non-Immigrant Visa Applicants and other Migrant Populations","N/A - Departmental Authority","-",0
"CDC","NU50CK000499","19NU50CK000499C3","Commonwealth Healthcare Corporation",24mar2025,460851,269905.46,269905.46,190945.54,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000499","19NU50CK000499C4","Commonwealth Healthcare Corporation",24mar2025,3956082,3394182.76,3394182.76,561899.24,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000499","19NU50CK000499EDEXC5","Commonwealth Healthcare Corporation",24mar2025,2958501,1915370.07,1915370.07,1043130.93,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000500","19NU50CK000500C4","PUBLIC HEALTH AND HUMAN SERVICES, MONTANA
DEPARTMENT OF",24mar2025,49914794,48667492.43,48667492.43,1247301.57,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000500","19NU50CK000500CV","PUBLIC HEALTH AND HUMAN SERVICES, MONTANA
DEPARTMENT OF",24mar2025,917367,621451.34,621451.34,295915.66,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000500","19NU50CK000500EDEXC5","PUBLIC HEALTH AND HUMAN
SERVICES, MONTANA DEPARTMENT OF",24mar2025,61517133,41241765.96,41241765.96,20275367.04,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000501","19NU50CK000501BDXC5","TX DEPT OF STATE HEALTH SERVICES",24mar2025,400000,,,400000,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000501","19NU50CK000501C3","TX DEPT OF STATE HEALTH SERVICES",24mar2025,39243025,29717928.22,29717928.22,9525096.779999999,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000501","19NU50CK000501C4","TX DEPT OF STATE HEALTH SERVICES",24mar2025,473597520,376503424.93,376503424.93,97094095.06999999,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000501","19NU50CK000501EDEXC5","TX DEPT OF STATE HEALTH SERVICES",24mar2025,1535405092,657776885.96,657776885.96,877628206.04,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000501","19NU50CK000501JKOWC3","TX DEPT OF STATE HEALTH SERVICES",24mar2025,375000,,,375000,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000503","19NU50CK000503C3","INDIANA STATE DEPARTMENT OF HEALTH",24mar2025,11627724,10706882.22,10706882.22,920841.78,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000503","19NU50CK000503C4","INDIANA STATE DEPARTMENT OF HEALTH",24mar2025,183065473,132402754.66,132402754.66,50662718.34,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000503","19NU50CK000503CV","INDIANA STATE DEPARTMENT OF HEALTH",24mar2025,1694239,815250.13,815250.13,878988.87,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000503","19NU50CK000503EDEXC5","INDIANA STATE DEPARTMENT OF HEALTH",24mar2025,387495639,125128539.16,125128539.16,262367099.84,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000503","19NU50CK000503SHP2C5","INDIANA STATE DEPARTMENT OF HEALTH",24mar2025,998977,,,998977,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000504","19NU50CK000504C4","IA ST DEPARTMENT OF PUBLIC HEALTH",24mar2025,100843972,84712589.95,84712589.95,16131382.05,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000504","19NU50CK000504CV","IA ST DEPARTMENT OF PUBLIC HEALTH",24mar2025,1433832,674042.47,674042.47,759789.53,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000504","19NU50CK000504EDEXC5","IA ST DEPARTMENT OF PUBLIC HEALTH",24mar2025,181600727,67356762.86,67356762.86,114243964.14,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000504","19NU50CK000504SHP2C5","IA ST DEPARTMENT OF PUBLIC HEALTH",24mar2025,869623,,,869623,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000509","19NU50CK000509C4","AK ST DHSS",24mar2025,53127495,37422170.92,37422170.92,15705324.08,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000509","19NU50CK000509CV","AK ST DHSS",24mar2025,860605,654566.3199999999,654566.3199999999,206038.68,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000509","19NU50CK000509EDEXC5","AK ST DHSS",24mar2025,42106547,33264122.03,33264122.03,8842424.970000001,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000512","19NU50CK000512C4","SD ST DEPARTMENT OF HEALTH",24mar2025,57932604,49882661,49882661,8049943,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000512","19NU50CK000512EDEXC5","SD ST DEPARTMENT OF HEALTH",24mar2025,50919542,31737311.47,31737311.47,19182230.53,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000513","19NU50CK000513C4","FEDERATED STATES OF
MICRONESIA, OFFICE OF HEALTH SVCS",24mar2025,4439135,2980812.21,2980812.21,1458322.79,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000513","19NU50CK000513EDEXC5","FEDERATED STATES OF MICRONESIA, OFFICE OF
HEALTH SVCS",24mar2025,5893978,2840459.26,2840459.26,3053518.74,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000514","19NU50CK000514C4","HEALTH, NORTH DAKOTA DEPARTMENT OF",24mar2025,52621819,25650358,25650358,26971461,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000514","19NU50CK000514CV","HEALTH, NORTH DAKOTA DEPARTMENT OF",24mar2025,904829,623382,623382,281447,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000514","19NU50CK000514EDEXC5","HEALTH, NORTH DAKOTA DEPARTMENT OF",24mar2025,43863056,13731824,13731824,30131232,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000520","19NU50CK000520EDEXC5","VERMONT AGENCY OF HUMAN SERVICES",24mar2025,35915798,35376294,35376294,539504,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000522","19NU50CK000522C4","NH ST DEPARTMENT OF HEALTH & HUMAN SERVICES",24mar2025,61056792,47854807.4,47854807.4,13201984.6,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000522","19NU50CK000522EDEXC5","NH ST DEPARTMENT OF HEALTH & HUMAN SERVICES",24mar2025,78262766,40544078.38,40544078.38,37718687.62,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000522","19NU50CK000522JKOWC3","NH ST DEPARTMENT OF HEALTH & HUMAN SERVICES",24mar2025,410480,263057.7,263057.7,147422.3,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000526","19NU50CK000526C4","Departamento De Salud Oficial",24mar2025,68654541,54520098.8,54520098.8,14134442.2,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000526","19NU50CK000526CV","Departamento De Salud Oficial",24mar2025,744267,478752.47,478752.47,265514.53,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000526","19NU50CK000526EDEXC5","Departamento De Salud Oficial",24mar2025,183823862,176338674.41,176338674.41,7485187.59,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000528","19NU50CK000528EDEXC5","TN ST DEPARTMENT OF HEALTH",24mar2025,393076212,214241373.37,214241373.37,178834838.63,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000529","19NU50CK000529C3","STATE OF GEORGIA DEPARTMENT OF PUBLIC
HEALTH",24mar2025,16747206,12633460.61,12633460.61,4113745.39,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000529","19NU50CK000529CV","STATE OF GEORGIA
DEPARTMENT OF PUBLIC HEALTH",24mar2025,1678258,1399863.84,1399863.84,278394.16,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000529","19NU50CK000529EDEXC5","STATE OF GEORGIA DEPARTMENT OF PUBLIC
HEALTH",24mar2025,611121699,320529124.47,320529124.47,290592574.53,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000529","19NU50CK000529JKOWC3","STATE OF GEORGIA
DEPARTMENT OF PUBLIC HEALTH",24mar2025,355876,253756.67,253756.67,102119.33,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000531","19NU50CK000531C4","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE",24mar2025,5611957,5297588.08,5297588.08,314368.92,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000531","19NU50CK000531EDEXC5","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE",24mar2025,9698588,6833039.77,6833039.77,2865548.23,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000532","19NU50CK000532C3","LA ST DEPT OF HLTH &
HOSPITALS, OFFICE OF PUBLIC HEALTH",24mar2025,8772294,8076041.42,8076041.42,696252.58,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000532","19NU50CK000532C4","LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC HEALTH",24mar2025,190781430,189784705.36,189784705.36,996724.64,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000532","19NU50CK000532CV","LA ST DEPT OF HLTH & HOSPITALS, OFFICE OF PUBLIC
HEALTH",24mar2025,1419308,1060185.26,1060185.26,359122.74,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000532","19NU50CK000532EDEXC5","LA ST DEPT OF HLTH &
HOSPITALS, OFFICE OF PUBLIC HEALTH",24mar2025,267577065,229157981.59,229157981.59,38419083.41,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000533","19NU50CK000533C4","REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",24mar2025,3556285,2735745.27,2735745.27,820539.73,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000533","19NU50CK000533EDEXC5","REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",24mar2025,1249017,495257.99,495257.99,753759.01,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000535","19NU50CK000535C3","OK ST DEPARTMENT OF HEALTH",24mar2025,7693590,5522287.82,5522287.82,2171302.18,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000535","19NU50CK000535C4","OK ST DEPARTMENT OF HEALTH",24mar2025,87763575,56146057.79,56146057.79,31617517.21,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000535","19NU50CK000535CV","OK ST DEPARTMENT OF HEALTH",24mar2025,1026560,33826.55,33826.55,992733.45,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000535","19NU50CK000535EDEXC5","OK ST DEPARTMENT OF HEALTH",24mar2025,227756852,46860789.3,46860789.3,180896062.7,"2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)","N/A - Departmental Authority","-",0
